,TRACTID,cost,date
25431,050700,10000,2014-05-21
25432,561000,17875,2014-04-23
25433,838100,978000,2014-08-05
25434,081800,60000,2014-04-02
25435,281900,60000,2014-05-02
25436,561000,3e+05,2014-10-27
25437,061000,17875,2014-10-16
25438,080300,17875,2014-04-10
25439,831200,313100,2014-05-30
25440,242900,987600,NA
25441,241000,250000,2014-06-18
25442,081800,3500000,2014-03-20
25443,230900,259500,2014-04-24
25444,310200,332600,2014-04-29
25445,221300,838600,2014-05-30
25446,050100,17875,2014-04-08
25447,831100,17875,2014-04-11
25448,843700,17875,2014-04-22
25449,240600,5e+05,2014-05-22
25450,243000,17875,2014-05-09
25451,070700,250000,2014-05-22
25452,050100,250000,2014-04-29
25453,231500,17875,2014-03-26
25454,530600,17875,2014-03-27
25455,292200,17875,2014-03-26
25456,063000,17875,2014-05-23
25457,831000,17875,2014-04-09
25458,838700,17875,2014-09-03
25459,221300,17875,2014-06-24
25460,071800,17875,2014-04-29
25461,833100,21586,2014-03-26
25462,843900,17875,2014-09-29
25463,222500,988800,2014-06-30
25464,220400,193000,2014-06-24
25465,221500,989900,2014-08-11
25466,061100,6000,2014-03-28
25467,251100,17875,2014-04-29
25468,060300,17875,2014-06-23
25469,691500,17875,2014-04-29
25470,838100,20000,2014-04-04
25471,330100,2e+06,2014-06-04
25472,070700,17875,2014-05-08
25473,630400,17875,2014-05-06
25474,292500,17875,2014-04-29
25475,251000,17875,2014-06-06
25476,843300,12000,2014-03-28
25477,832600,15000,2014-03-28
25478,842600,50000,2014-04-14
25479,063000,1800000,2014-12-12
25480,062800,250000,2014-07-07
25481,221300,900400,2014-05-13
25482,842200,3336645,2014-08-01
25483,830900,250000,2014-05-22
25484,062800,17875,2014-06-27
25485,720500,80000,2014-10-17
25486,561000,3e+05,2014-11-03
25487,842200,63207142,2014-03-26
25488,130100,17875,2014-04-17
25489,081500,7e+05,2014-07-07
25490,221200,17875,2014-07-24
25491,241400,17875,2014-04-10
25492,160502,17875,2014-07-24
25493,832200,17875,2014-07-02
25494,221600,17875,2014-05-12
25495,838100,2e+05,2014-05-08
25496,243000,377900,2014-05-13
25497,061200,750000,2014-10-14
25498,241400,414200,2014-05-13
25499,520200,17875,2014-04-23
25500,140400,17875,2014-04-22
25501,750500,1.5e+07,2015-02-26
25502,130200,17875,2014-05-30
25503,130200,17875,2014-06-26
25504,242800,17875,2014-07-09
25505,240700,17875,2014-04-29
25506,243200,3209800,2014-10-29
25507,071800,17875,2014-04-30
25508,031000,17875,2014-04-28
25509,242500,17875,2014-05-09
25510,242100,366730,2014-06-06
25511,221400,326700,2014-08-29
25512,243100,451500,2014-05-02
25513,243100,451500,2014-05-02
25514,831300,17875,2014-04-07
25515,060100,17875,2014-04-24
25516,242600,2e+05,2015-04-08
25517,210100,250000,2014-05-29
25518,241500,470600,2014-05-02
25519,160900,17875,2014-04-25
25520,110100,250000,2014-03-31
25521,050900,17875,2014-04-18
25522,221600,750000,2014-09-30
25523,160601,2e+05,2014-05-21
25524,830800,950000,NA
25525,081401,60000,2014-04-14
25526,081401,60000,2014-07-09
25527,839100,60000,2014-05-22
25528,842200,60000,2014-05-13
25529,220300,17875,2014-05-05
25530,051100,17875,2014-05-07
25531,110100,250000,2014-04-01
25532,062100,17875,2014-06-30
25533,062500,17875,2014-04-30
25534,062100,17875,2014-06-30
25535,062100,17875,2014-06-30
25536,242500,549900,2014-05-05
25537,310200,20000,2014-11-20
25538,030900,17875,2014-05-23
25539,242300,507500,2014-05-06
25540,242500,348000,2014-06-04
25541,050900,250000,2014-06-16
25542,030103,17875,2014-04-08
25543,242200,588000,2014-05-05
25544,831000,975000,2014-09-11
25545,061200,2500,2014-12-22
25546,061200,350000,2014-10-17
25547,040900,2e+05,2014-04-28
25548,320600,2500,2014-04-03
25549,190602,168000,2014-07-08
25550,836600,5000,2014-04-22
25551,243300,8e+05,2014-10-15
25552,050500,5e+05,2014-07-07
25553,240300,350000,2014-05-09
25554,071800,17875,2014-05-16
25555,680900,17875,2014-04-10
25556,110100,250000,2014-04-04
25557,110100,250000,2014-04-04
25558,040900,17875,2014-04-18
25559,740300,17875,2014-05-14
25560,600400,350000,2014-08-19
25561,837300,17875,2014-04-10
25562,231200,17875,2014-04-10
25563,838000,17875,2014-04-10
25564,050900,17875,2014-05-15
25565,190602,17875,2014-04-17
25566,841100,8900000,2014-06-06
25567,310900,4000,2014-06-16
25568,290900,17875,2014-04-10
25569,830900,17875,2014-04-21
25570,831000,920000,NA
25571,060400,17875,2015-02-06
25572,241100,17875,2014-09-15
25573,843700,17875,2014-09-12
25574,320100,42553557,2014-04-07
25575,051400,350000,2014-07-25
25576,090200,3e+05,2014-06-26
25577,839900,361600,2014-05-09
25578,310600,17875,2014-04-14
25579,833900,17875,2014-05-01
25580,671800,17875,2014-04-11
25581,160200,750000,2014-07-28
25582,530200,17875,2014-04-11
25583,530200,17875,2014-04-11
25584,491000,17875,2014-04-11
25585,241500,17875,2014-05-09
25586,241500,17875,2014-05-09
25587,251500,17875,2014-05-30
25588,030400,17875,2014-04-30
25589,340600,5000,2014-04-15
25590,340600,10000,2014-04-15
25591,240800,342500,2014-05-13
25592,031900,425000,2014-06-20
25593,240800,342500,2014-05-22
25594,160700,17875,2014-04-11
25595,460700,17875,2014-11-14
25596,292500,17875,2014-05-06
25597,040600,17875,2014-05-23
25598,260500,3e+05,2015-04-21
25599,832200,2e+05,2014-10-20
25600,838100,1730,2014-04-15
25601,051000,17875,2014-05-20
25602,081000,93000,2014-08-05
25603,081201,60000,2014-05-28
25604,830700,250000,NA
25605,070500,1325000,NA
25606,230900,165000,2015-01-09
25607,081202,10000,2014-04-16
25608,691300,17875,2014-05-12
25609,380200,205000,2014-06-10
25610,611900,17875,2014-04-29
25611,191000,17875,2014-05-01
25612,491000,17875,2014-05-08
25613,834600,17875,2014-06-20
25614,834600,17875,2014-06-20
25615,242300,17875,2014-05-27
25616,020301,150000,2015-03-11
25617,835900,217000,2014-06-16
25618,840000,216800,2014-05-28
25619,241100,120000,2014-06-26
25620,380100,140000,2014-06-09
25621,380100,217000,2014-06-06
25622,380100,217000,2014-06-09
25623,243400,275000,2014-07-07
25624,836600,17875,2014-07-24
25625,750300,17875,2014-06-19
25626,230300,120000,2014-06-26
25627,230900,120000,2014-06-26
25628,050900,150000,2014-06-30
25629,110502,175000,2014-05-30
25630,090300,17875,2014-06-12
25631,040401,17875,2014-05-12
25632,040900,17875,2014-05-15
25633,320100,3.8e+07,2014-04-11
25634,080300,5e+05,2014-09-17
25635,842200,17875,2014-04-15
25636,830900,3000,2014-04-22
25637,160700,250000,2014-11-25
25638,160700,250000,2014-08-25
25639,060400,350000,2014-05-29
25640,060400,10500,2014-05-08
25641,831000,2387000,2014-11-10
25642,831000,326400,2014-06-04
25643,090200,22000,2014-07-07
25644,243400,210300,2014-07-08
25645,081800,1.05e+08,2014-04-14
25646,243400,210300,2014-07-15
25647,330100,11000,2014-04-17
25648,210601,2e+05,2014-08-11
25649,580800,17875,2014-04-24
25650,670600,17875,2014-04-24
25651,610300,17875,2014-04-24
25652,431301,17875,2014-04-24
25653,530300,17875,2014-04-24
25654,251300,17875,2014-04-24
25655,NA,17875,2014-04-24
25656,240500,1e+06,2015-04-15
25657,100500,1e+06,2014-07-15
25658,832200,17875,2014-06-23
25659,330100,17875,2014-04-15
25660,550100,1e+06,NA
25661,241400,250000,2014-07-09
25662,241400,250000,2014-07-28
25663,838300,1300000,2014-09-08
25664,838300,1300000,2014-09-08
25665,281900,3.3e+07,2014-04-16
25666,838300,1300000,2014-09-08
25667,838300,1300000,2014-09-08
25668,010201,225000,NA
25669,030800,17875,2014-05-02
25670,832600,17875,2014-08-27
25671,832600,17875,2014-08-27
25672,062600,17875,2014-05-22
25673,210501,6e+06,2014-10-30
25674,242200,17875,2014-06-17
25675,740200,17875,2014-05-14
25676,241500,422800,2014-07-28
25677,080300,350000,2014-07-21
25678,330100,2.3e+07,2014-04-17
25679,330100,2000,2014-04-22
25680,243200,10000,2014-06-16
25681,060400,450000,2014-06-12
25682,070500,450000,2014-05-29
25683,243000,17875,2014-05-19
25684,834300,17875,2014-04-21
25685,834300,17875,2014-04-21
25686,051400,17875,2014-05-19
25687,330100,60000,2014-05-13
25688,839000,325000,2014-06-26
25689,841300,20000,2014-10-20
25690,839100,60000,2014-08-06
25691,210602,279400,2014-06-03
25692,070400,714200,2014-11-17
25693,240500,17875,2014-05-12
25694,160700,17875,2014-07-31
25695,221600,17875,2014-07-18
25696,831000,36800,2014-06-19
25697,831000,36800,2014-06-19
25698,161200,17875,2014-12-11
25699,700200,343000,2014-07-17
25700,040100,250000,2014-07-07
25701,831200,313100,2014-05-30
25702,831200,313100,2014-05-21
25703,831200,313100,2014-05-29
25704,831200,313100,2014-06-10
25705,831200,313100,2014-05-29
25706,831200,313100,2014-06-25
25707,063000,12000,2014-04-28
25708,832200,4e+05,2014-07-09
25709,243000,190000,2014-07-07
25710,243000,190000,NA
25711,051400,190000,2014-07-08
25712,843700,250000,2014-08-14
25713,610800,145000,2014-07-07
25714,843700,17000,2014-05-12
25715,100300,1800000,2014-08-30
25716,070700,1500000,2014-08-28
25717,080400,20000,2014-10-14
25718,221200,2e+05,2014-07-11
25719,320100,2e+07,2014-06-09
25720,830900,4e+05,2014-08-07
25721,040600,621900,2014-05-22
25722,832600,920000,2014-07-24
25723,832300,18000,2014-06-09
25724,062600,491800,2014-05-08
25725,832200,455400,2014-06-06
25726,060200,17875,2014-05-28
25727,071000,17875,2014-09-18
25728,070400,17875,2014-05-23
25729,062400,17875,2014-09-03
25730,050200,17875,2014-05-13
25731,221400,17875,2014-07-21
25732,835600,17875,2014-05-08
25733,720400,3759,2014-04-23
25734,062000,2e+06,2014-09-03
25735,830500,12000,2014-04-28
25736,161100,250000,2014-07-10
25737,841000,2735000,2014-06-27
25738,320100,1200,2014-04-28
25739,050100,750000,2015-04-27
25740,150502,3e+05,2014-09-07
25741,160602,17875,2014-06-09
25742,040401,350000,2014-05-09
25743,040401,350000,2014-05-09
25744,081201,73329000,2014-04-25
25745,221600,17875,2014-05-14
25746,836200,1187000,2014-04-25
25747,832500,4e+05,2014-11-03
25748,081700,17875,2014-05-09
25749,081700,17875,2014-05-09
25750,051400,17875,2014-06-24
25751,050200,17875,2014-07-10
25752,071800,17875,2014-05-14
25753,160700,250000,2014-08-05
25754,170800,2e+05,2015-04-01
25755,020301,250000,NA
25756,081403,10000,2014-05-02
25757,081201,4.8e+07,2014-04-28
25758,071700,17875,2014-06-04
25759,833300,15000,2014-04-29
25760,051400,4e+05,2014-06-17
25761,051400,4e+05,2014-06-17
25762,838300,1492964,2014-10-28
25763,062600,10000,2014-04-29
25764,839700,2000,2014-04-30
25765,070200,1e+05,NA
25766,380100,217000,2014-06-09
25767,221400,2e+05,2014-09-08
25768,242800,436900,2014-04-29
25769,839000,50000,2014-05-05
25770,301802,5000,2014-04-29
25771,242800,250000,2014-07-21
25772,062200,5000,2014-04-29
25773,843100,5000,2014-04-29
25774,210900,17875,2014-05-28
25775,222500,17875,2014-07-09
25776,221400,17875,2014-05-28
25777,221300,17875,2014-06-19
25778,160900,2e+05,2014-05-09
25779,160900,2e+05,2014-05-16
25780,380100,217000,2014-06-13
25781,240500,98000,2014-06-06
25782,031200,17875,2014-07-01
25783,051400,17875,2014-08-13
25784,320600,12000,2014-05-05
25785,660500,7000,2014-10-06
25786,832500,350000,2014-09-04
25787,062200,350000,2014-07-23
25788,241400,17875,2014-05-06
25789,050200,4e+05,2014-06-24
25790,320400,1000,2014-04-30
25791,841900,20000,2014-05-05
25792,832300,5000,NA
25793,836800,8000,2014-05-05
25794,242300,40000,2014-10-14
25795,242300,40000,2014-10-14
25796,242300,40000,2014-10-14
25797,320100,1500,2014-05-06
25798,221400,126650,2014-06-13
25799,843600,352800,2014-06-19
25800,843600,352800,2014-06-19
25801,580300,17875,2014-10-10
25802,580300,17875,2014-10-10
25803,580300,17875,2014-10-10
25804,242100,17875,2014-06-17
25805,062500,17875,2014-05-12
25806,040401,567000,2014-10-06
25807,243200,471000,2014-07-09
25808,090200,250000,2014-06-23
25809,243200,471000,2014-07-03
25810,831000,17875,2014-06-26
25811,460400,10000,2014-05-05
25812,221600,275000,2014-12-09
25813,221600,275000,NA
25814,242600,17875,2014-05-30
25815,222200,275000,NA
25816,242600,17875,2014-05-30
25817,243500,1400000,2015-04-09
25818,400800,5500000,2014-09-23
25819,839200,6000,2014-05-07
25820,832500,7e+05,2015-04-13
25821,640400,5000,2014-05-14
25822,062100,550000,2014-08-22
25823,062900,4e+05,2014-08-13
25824,060300,5e+05,NA
25825,062300,17875,2014-07-22
25826,240300,17875,2014-05-21
25827,010503,7e+05,2014-08-11
25828,070200,475000,2014-07-14
25829,420500,17875,2014-06-13
25830,420500,17875,2014-06-13
25831,420500,17875,2014-06-13
25832,420500,17875,2014-06-13
25833,070400,5e+05,NA
25834,010600,30000,2014-12-18
25835,071800,1e+06,2014-08-25
25836,063400,2e+06,2014-09-10
25837,230900,17875,2014-07-15
25838,062900,733700,2014-08-28
25839,242200,476200,2014-07-21
25840,320100,17875,2014-07-31
25841,843300,5000,2014-05-12
25842,330100,2000,2014-05-12
25843,070102,1e+06,2014-10-03
25844,062300,250000,2014-06-24
25845,100300,5e+05,2014-10-29
25846,241000,439100,2014-05-29
25847,242800,17875,2014-05-28
25848,060400,450000,2014-11-10
25849,550100,2000,2014-05-12
25850,061100,2e+05,2014-05-13
25851,340600,20000,2014-05-12
25852,241100,350000,2014-08-26
25853,843700,3e+05,2014-08-08
25854,071400,4000,2014-05-12
25855,221600,878800,2014-05-30
25856,240300,1e+06,2014-10-02
25857,051400,17875,2014-06-17
25858,730500,17875,2014-05-08
25859,062400,17875,2014-06-03
25860,070500,17875,2014-06-20
25861,670900,17875,2014-05-16
25862,081000,4.8e+07,2014-05-09
25863,050800,250000,2014-08-21
25864,150300,25000,2014-07-11
25865,170200,15000,2014-05-19
25866,243300,2500,2014-05-14
25867,836200,2500,2014-05-14
25868,051100,515000,2014-08-04
25869,220300,17875,2014-07-02
25870,062700,17875,2014-06-19
25871,051200,17875,2014-08-18
25872,832400,17875,2014-05-30
25873,420500,17875,2014-06-17
25874,420500,17875,2014-06-17
25875,420500,17875,2014-06-17
25876,420500,17875,2014-06-17
25877,831100,17875,2014-06-10
25878,090200,17875,2014-06-05
25879,843700,250000,2014-06-30
25880,837800,30000,2014-05-27
25881,831700,316400,2014-08-18
25882,832000,17875,2014-06-20
25883,231200,17875,2014-05-13
25884,050700,17875,2014-06-17
25885,081800,5000,2014-05-12
25886,030800,798000,2014-08-22
25887,031400,5000,2014-05-12
25888,241100,17875,2014-06-10
25889,030800,1189600,2014-08-22
25890,050700,17875,2014-06-17
25891,040402,17875,2014-06-23
25892,070400,17875,2014-06-10
25893,070200,17875,2014-06-13
25894,110502,6500,2014-05-15
25895,090100,3e+05,2014-06-24
25896,833000,3000,2014-05-14
25897,832200,350000,2014-07-23
25898,330100,5000,2014-05-13
25899,260600,17875,2014-05-21
25900,611300,17875,2014-05-21
25901,670200,17875,2014-05-21
25902,842100,17875,2014-05-21
25903,251200,17875,2014-05-21
25904,250700,17875,2014-05-21
25905,611300,17875,2014-05-21
25906,251800,17875,2014-05-21
25907,842100,17875,2014-05-21
25908,300500,17875,2014-05-21
25909,710300,17875,2014-05-21
25910,690500,17875,2014-06-04
25911,051100,17875,2014-05-29
25912,060300,17875,2014-06-19
25913,282700,17875,2014-05-30
25914,170100,725000,2014-11-07
25915,062500,17875,2014-08-27
25916,071800,17875,2014-06-10
25917,580600,17875,2014-08-14
25918,832200,750000,2014-10-10
25919,040402,520000,2014-08-13
25920,081403,6000,2014-05-19
25921,081201,98000,2014-09-10
25922,040402,17875,2014-06-19
25923,681400,17875,2014-06-23
25924,834600,17875,2014-08-01
25925,050500,17875,2014-06-13
25926,050200,3e+06,NA
25927,071500,3600000,2015-01-23
25928,050900,485400,2014-06-12
25929,031000,350000,2014-06-30
25930,580400,3000,2014-05-19
25931,221400,126650,2014-08-15
25932,150401,1500000,2014-08-11
25933,100100,1500000,2014-08-11
25934,062300,17875,2014-07-25
25935,191200,2e+06,2014-08-19
25936,750500,350000,2014-05-22
25937,050500,5e+05,2014-10-09
25938,220901,225000,2014-06-13
25939,071800,3e+05,2014-10-27
25940,836200,4000,2014-05-19
25941,836200,1500,2014-05-27
25942,843000,17875,2014-05-21
25943,831000,17875,2014-06-02
25944,843100,17875,2014-05-19
25945,230600,17875,2014-05-19
25946,081401,3.7e+08,2014-05-16
25947,210900,337800,2014-07-07
25948,220300,175000,NA
25949,730700,135000,2014-10-14
25950,730700,135000,2014-10-14
25951,730700,150000,2014-11-04
25952,730700,150000,2014-10-09
25953,730700,135000,2014-10-14
25954,730700,125000,2014-10-10
25955,730700,150000,2014-10-09
25956,730700,135000,2014-10-09
25957,730700,135000,2014-10-09
25958,730700,150000,2014-10-09
25959,730700,150000,2014-10-10
25960,730700,135000,2014-10-09
25961,730700,150000,2014-10-08
25962,730700,135000,2014-10-09
25963,140400,350000,2014-08-04
25964,140400,350000,2014-08-04
25965,062400,350000,2014-05-30
25966,070400,550000,2014-08-01
25967,831100,344900,2014-06-26
25968,090200,17875,2014-07-11
25969,260700,17875,2014-05-21
25970,031000,17875,2014-06-17
25971,050500,250000,2014-09-11
25972,650200,17875,2014-06-18
25973,221400,17875,2014-12-04
25974,750600,17875,2014-06-19
25975,561000,17875,2014-06-19
25976,221600,17875,2014-07-15
25977,160502,21000,2014-07-09
25978,060400,5e+05,2015-06-29
25979,210601,160000,2014-05-25
25980,071100,350000,2014-11-07
25981,640600,15000,2014-07-31
25982,221600,15000,2014-08-04
25983,251800,17875,2014-05-29
25984,251700,162000,NA
25985,260200,17875,2014-05-29
25986,050900,17875,2014-06-25
25987,330100,7500,2014-05-21
25988,843500,5500,2014-05-23
25989,243200,410600,2014-08-20
25990,410700,2e+06,2014-05-21
25991,838300,1500000,NA
25992,838300,1750000,NA
25993,838300,1750000,NA
25994,838300,2e+06,NA
25995,221400,356900,2014-06-13
25996,843700,250000,2014-07-17
25997,070400,17875,2014-07-08
25998,070400,17875,2014-07-08
25999,051400,17875,2014-06-19
26000,061500,20000,2014-06-18
26001,310600,237000,2014-08-05
26002,310600,237000,2014-08-05
26003,060200,675000,2014-07-23
26004,832400,332000,2014-07-08
26005,221400,2e+05,NA
26006,062300,350000,2014-07-14
26007,420700,17875,2014-05-29
26008,680600,17875,2014-06-06
26009,301600,17875,2014-06-13
26010,440202,7e+05,NA
26011,081100,6238094,2014-07-17
26012,241500,17875,2014-08-22
26013,843300,17875,2014-06-24
26014,221600,17875,2014-11-24
26015,062900,17875,2014-09-02
26016,750200,8000,2014-06-19
26017,671400,17875,2014-06-19
26018,020902,4900000,2014-10-20
26019,241500,70000,2014-07-09
26020,070500,4e+05,2014-10-06
26021,842300,5e+05,2014-08-20
26022,222500,342500,2014-07-16
26023,220901,17875,2014-07-11
26024,140500,17875,2014-08-22
26025,081300,5000,NA
26026,062200,17875,2014-06-20
26027,420600,17875,2014-06-04
26028,831700,3000,2014-07-07
26029,230900,17875,2014-05-23
26030,842300,17875,2014-08-08
26031,010300,8960000,2014-05-27
26032,390500,1e+05,2014-08-08
26033,242600,321500,2014-07-16
26034,242600,489200,2014-07-16
26035,836200,10000,2014-05-27
26036,836200,3000,2014-05-27
26037,330100,10000,2014-06-02
26038,050500,250000,2014-08-05
26039,242100,701400,NA
26040,221300,411100,2014-07-22
26041,839900,218000,2014-08-28
26042,839900,202000,2014-09-23
26043,839900,218000,2014-08-28
26044,839900,202000,2014-09-17
26045,839900,202000,2014-09-02
26046,839900,218000,2014-09-02
26047,330100,2500,2014-05-27
26048,832500,130000,2014-10-06
26049,210100,17875,2014-06-27
26050,020301,243000,2014-12-10
26051,051100,4e+05,2014-08-21
26052,580100,4600000,2014-12-02
26053,240500,2850000,2014-08-27
26054,160501,17875,2014-06-19
26055,750500,350000,2014-05-28
26056,300600,17875,2014-06-10
26057,062600,9e+05,NA
26058,081800,6000,2014-05-30
26059,670600,17875,2014-07-08
26060,222500,337800,2014-07-21
26061,222500,337800,2014-07-28
26062,251000,1006000,2014-06-19
26063,243500,50000,2014-07-29
26064,060300,5e+05,2014-07-28
26065,611900,17875,2014-05-30
26066,050300,350000,2014-07-22
26067,230300,17875,2014-07-15
26068,430200,30000,2014-11-12
26069,770602,24000750,2014-06-02
26070,380100,17875,2014-07-01
26071,320100,2500,2014-05-29
26072,071700,3e+05,2014-09-19
26073,150300,10000,2014-09-16
26074,430102,3000,2014-06-02
26075,330100,2500,2014-05-30
26076,611400,2500,2014-05-30
26077,251800,17875,2014-06-06
26078,460500,17875,2014-06-02
26079,251100,17875,2014-06-06
26080,460400,17875,2014-06-06
26081,681000,17875,2014-06-06
26082,251800,17875,2014-06-06
26083,672000,17875,2014-06-20
26084,836200,2000,2014-06-02
26085,171100,50000,NA
26086,832300,4e+05,2014-08-01
26087,031200,4e+06,2014-10-01
26088,200401,10000,2014-09-05
26089,430102,2000,2014-06-02
26090,160800,2e+05,2014-06-26
26091,160800,2e+05,2014-06-26
26092,160800,2e+05,2014-06-26
26093,160800,2e+05,2014-06-26
26094,160800,2e+05,2014-06-26
26095,081201,24000,2014-06-16
26096,071000,1500000,2014-09-05
26097,NA,2500,2014-06-02
26098,030900,2500,2014-06-02
26099,030800,2500,2014-06-02
26100,081300,5000,2014-06-15
26101,610400,2500,2014-06-02
26102,071800,750000,2014-12-16
26103,241500,634500,2014-07-15
26104,390200,429200,2014-10-17
26105,390200,429200,2014-11-25
26106,070500,675900,2014-09-30
26107,842300,1436800,2014-12-10
26108,010300,60000,2014-06-19
26109,833100,60000,2014-06-27
26110,070700,250000,2014-08-14
26111,070700,250000,2014-09-15
26112,280100,17875,2015-04-30
26113,031100,953300,2014-08-26
26114,840000,720000,2015-03-09
26115,062100,885500,2014-09-22
26116,832600,17875,2014-11-04
26117,839100,2500,2014-06-03
26118,080300,2500,2014-06-03
26119,070700,17875,2014-06-24
26120,833000,1200,2014-06-03
26121,833000,1200,2014-06-03
26122,410900,1200,2014-06-04
26123,330100,15000,2014-06-10
26124,320100,5000,2014-06-04
26125,831000,2500,2014-06-03
26126,221300,2500,2014-06-03
26127,480500,17875,2014-08-07
26128,242200,5.9e+07,2014-07-30
26129,843200,3e+06,2014-11-06
26130,840200,17875,2014-08-01
26131,191302,17875,2014-06-19
26132,320100,92000,2014-08-06
26133,832300,17875,2014-06-17
26134,020500,7500,2014-06-04
26135,833000,10800,2014-06-05
26136,031800,17875,2014-07-01
26137,060300,17875,2014-07-01
26138,839000,60000,2014-08-15
26139,843000,5e+05,2014-07-30
26140,061000,350000,2014-10-02
26141,320100,5000,2014-06-10
26142,160602,250000,2014-08-14
26143,843600,1880700,NA
26144,839000,3000,2014-06-10
26145,040800,192000,2014-06-19
26146,050300,17875,2014-08-07
26147,010702,17875,2014-08-28
26148,843600,2331438,NA
26149,230300,250000,2014-07-31
26150,240600,20000,2014-08-29
26151,222900,2e+05,2014-07-25
26152,836000,2e+05,2014-07-25
26153,836000,2e+05,2014-07-25
26154,830500,17875,2014-07-21
26155,630100,17875,2014-06-24
26156,839900,350000,2014-11-25
26157,831500,175000,2014-09-09
26158,160602,350000,2014-08-19
26159,243500,17875,2014-07-14
26160,070500,17875,2014-07-07
26161,051200,17875,2014-06-25
26162,062200,17875,2014-07-21
26163,062200,17875,2014-07-21
26164,070101,17875,2014-06-10
26165,834300,17875,2014-06-16
26166,836700,17875,2014-06-16
26167,231500,17875,2014-06-16
26168,251200,17875,2014-06-16
26169,040900,17875,2014-07-09
26170,330100,17875,2014-06-10
26171,061000,17875,2014-06-10
26172,840100,20000,2015-05-15
26173,070500,17875,2014-07-10
26174,060200,17875,2014-07-02
26175,070700,625000,2014-10-16
26176,590700,150000,2014-10-22
26177,590700,150000,NA
26178,590700,150000,NA
26179,590700,150000,NA
26180,381500,15000,2014-10-20
26181,610800,175000,2014-09-10
26182,220902,342400,2014-07-23
26183,231200,17875,2014-06-17
26184,838200,4e+05,2015-02-19
26185,230700,17875,2014-06-17
26186,833000,17875,2014-07-17
26187,241500,17875,2014-07-07
26188,834300,17875,2014-07-24
26189,491000,17875,2014-07-24
26190,830900,2000,2014-06-16
26191,210601,17875,2014-07-02
26192,460700,17875,2014-06-27
26193,210601,17875,2014-07-09
26194,221600,503125,2014-07-28
26195,051400,6e+05,2015-05-04
26196,440800,17875,2014-07-03
26197,160502,17875,2014-07-07
26198,240500,8e+05,2014-12-19
26199,240900,10000,2014-06-16
26200,050300,350000,2014-09-19
26201,590500,17875,2014-09-22
26202,010201,17875,2014-07-24
26203,320400,10000,2014-07-30
26204,320400,15000,2014-07-22
26205,320400,15000,2014-07-22
26206,320400,1e+05,2014-07-30
26207,320400,1000,2014-07-23
26208,320400,1000,2014-07-23
26209,320400,10000,2014-07-23
26210,320400,17875,2014-07-23
26211,320400,1000,2014-07-23
26212,320400,5000,2014-07-23
26213,320400,1000,2014-07-23
26214,320400,5000,2014-07-23
26215,320400,5000,2014-07-23
26216,832600,255000,2015-01-13
26217,220300,250000,2014-07-29
26218,210601,2e+05,2014-08-01
26219,840000,348000,2014-09-09
26220,031400,2500,2014-06-16
26221,840000,348000,2014-09-09
26222,060300,17875,2014-07-24
26223,071300,2500,2014-06-16
26224,063302,60000,2014-08-05
26225,070700,17875,2014-07-22
26226,070700,17875,2014-07-22
26227,834600,17875,2014-07-15
26228,834600,17875,2014-07-15
26229,071200,15037000,2014-11-10
26230,221200,447500,2014-08-19
26231,320100,2000,2014-06-18
26232,832000,650000,2014-10-02
26233,240800,368500,2014-08-19
26234,221600,17875,2014-07-18
26235,240800,368500,2014-09-04
26236,240800,368500,2014-09-04
26237,231100,17875,2014-06-23
26238,062800,60000,2014-09-10
26239,843600,331700,2014-08-27
26240,843600,331700,2014-08-05
26241,510100,9150,2014-06-17
26242,070102,750000,2014-08-28
26243,251500,10087,2014-06-17
26244,170700,435200,2014-08-11
26245,310200,383400,NA
26246,051200,250000,2014-07-22
26247,062700,250000,2015-02-18
26248,711000,17875,2014-06-23
26249,841800,17875,2014-06-23
26250,490700,17875,2014-06-23
26251,530503,17875,2014-06-23
26252,380100,17875,2014-06-23
26253,835500,17875,2014-09-18
26254,421200,17875,2014-09-18
26255,671400,17875,2014-09-19
26256,670800,17875,2014-09-18
26257,410900,2500,2014-06-18
26258,640300,17875,2014-08-25
26259,243500,680000,2014-11-20
26260,843900,17875,2014-06-18
26261,210900,17875,2014-07-14
26262,839100,17875,2014-07-11
26263,720300,375000,2014-10-27
26264,051300,425000,2015-05-19
26265,320100,12500,2014-06-20
26266,070102,1094000,2014-09-03
26267,070102,1094000,2014-09-02
26268,140500,2e+05,2014-09-02
26269,090200,350000,2014-10-24
26270,040900,455400,2014-07-24
26271,040100,17875,2014-07-03
26272,081800,3000,2014-06-20
26273,330100,17875,2014-12-08
26274,061100,17875,2014-07-22
26275,062800,17875,2014-07-10
26276,691200,17875,2014-07-18
26277,831100,350000,2014-10-08
26278,240800,150000,2014-07-16
26279,071800,5700000,2014-06-20
26280,510100,17875,2014-10-24
26281,690300,17875,2014-08-28
26282,251600,17875,2014-12-15
26283,062400,850000,2014-12-05
26284,839900,202000,2014-08-22
26285,330100,2200,2014-06-23
26286,330100,271242,2014-09-24
26287,833300,3000,2014-06-30
26288,031800,5e+05,NA
26289,050500,250000,2014-08-28
26290,060100,250000,2014-08-27
26291,560700,17875,2014-07-08
26292,843700,250000,2014-08-05
26293,310600,560000,2014-09-02
26294,300600,275000,2014-09-23
26295,841300,17875,2014-07-30
26296,062700,17875,2015-06-01
26297,320600,7000,2014-06-30
