"","LATITUDE","LONGITUDE","cost","date"
"11446",41.818063715,-87.624838198,7e+05,2007-12-05
"11447",41.819595974,-87.620019319,7e+05,2007-12-05
"11448",41.81948448,-87.620016278,7e+05,2007-12-05
"11449",41.819093831,-87.620006413,7e+05,2007-12-05
"11450",41.817951324,-87.624836434,7e+05,2007-12-05
"11451",41.817388664,-87.624824137,7e+05,2007-12-05
"11452",41.95281252,-87.683426229,13500,2007-12-14
"11453",41.844613789,-87.706015271,13897,2007-12-17
"11454",41.823248582,-87.621736164,1e+06,2007-12-06
"11455",41.819763692,-87.620024464,1e+06,2007-12-06
"11456",41.819204932,-87.620008806,1e+06,2007-12-06
"11457",41.817501256,-87.624826808,1e+06,2007-12-06
"11458",41.823139391,-87.621733554,1e+06,2007-12-05
"11459",41.819316751,-87.620011795,1e+06,2007-12-05
"11460",41.818757442,-87.619996669,1e+06,2007-12-06
"11461",41.81766983,-87.624830547,1e+06,2007-12-06
"11462",41.817220095,-87.624819965,1e+06,2007-12-06
"11463",41.929532112,-87.670586403,2600,2008-02-19
"11464",41.743008816,-87.545293615,8000,2008-02-25
"11465",41.972391189,-87.736930213,12000,2008-02-08
"11466",41.891820037,-87.671089448,198300,2009-01-06
"11467",41.87169777,-87.627484473,120000,2008-01-03
"11468",41.969509311,-87.762339912,312146,2008-01-02
"11469",41.958185873,-87.699740749,4e+05,2007-12-19
"11470",41.840255496,-87.649847545,2e+05,2007-11-30
"11471",41.954385247,-87.748684313,50000,2008-02-20
"11472",41.958129634,-87.699739253,4e+05,2007-12-19
"11473",41.818925196,-87.620001569,1e+06,2007-12-06
"11474",41.817782214,-87.62483304,1e+06,2007-12-06
"11475",41.830803865,-87.681542171,10000,2007-12-19
"11476",41.705864717,-87.672864588,5000,2007-12-07
"11477",41.800505454,-87.663688132,140000,2008-02-28
"11478",41.823466964,-87.621741383,2e+06,2007-12-05
"11479",41.819875504,-87.620027894,2e+06,2007-12-05
"11480",41.817738112,-87.619969481,1e+06,2007-12-06
"11481",41.945939904,-87.665053272,8000,2007-12-28
"11482",41.852629236,-87.72945866,17500,2008-01-15
"11483",41.942015355,-87.790670675,3e+05,2007-12-12
"11484",41.903440798,-87.668505467,1250000,2007-12-04
"11485",41.867452731,-87.632334237,17875,2007-12-04
"11486",41.893249234,-87.648792057,50000,2008-01-15
"11487",41.997719325,-87.696809864,14500,2007-12-19
"11488",41.963929742,-87.68051812,491250,2008-04-03
"11489",41.93478999,-87.726915456,15000,2008-06-30
"11490",41.903440798,-87.668505467,1.2e+07,2007-12-11
"11491",41.990899166,-87.80005474,1658000,2007-12-06
"11492",41.915798615,-87.699402677,14000,2008-03-18
"11493",41.683981419,-87.63259325,6500,2007-12-11
"11494",41.708799179,-87.635744167,5000,2007-12-11
"11495",41.883802372,-87.756265642,5000,2007-12-11
"11496",41.683914517,-87.633505247,6500,2007-12-11
"11497",41.893249234,-87.648792057,50000,2008-01-15
"11498",41.937589064,-87.682502528,11500,2008-02-25
"11499",41.89225679,-87.635754129,3e+05,2008-01-09
"11500",41.883422637,-87.628021652,1e+05,2008-01-23
"11501",41.924554759,-87.678959448,402500,2007-12-12
"11502",41.769401735,-87.584281936,360000,2008-02-29
"11503",41.713625141,-87.65513155,180000,2008-04-03
"11504",41.749433951,-87.682684988,1800000,2007-12-06
"11505",41.772869682,-87.666655082,15300,2007-12-06
"11506",41.956049822,-87.681810488,4e+05,2007-12-19
"11507",41.934953748,-87.674532003,13000,2008-01-14
"11508",41.818038238,-87.645632181,12600,2007-12-20
"11509",41.817799944,-87.645625161,12600,2007-12-20
"11510",41.859263682,-87.652078962,19000,2007-12-24
"11511",41.791272649,-87.648574706,32500,2007-12-18
"11512",41.773047162,-87.692162347,4000,2007-12-11
"11513",41.94349609,-87.650199571,15000,2008-02-28
"11514",41.835203032,-87.647037974,12600,2007-12-28
"11515",41.908770401,-87.770883977,150000,2007-12-10
"11516",41.914827501,-87.757853541,190000,2007-12-12
"11517",41.933604075,-87.712956291,7800,2007-12-27
"11518",41.957784433,-87.672715118,750000,2008-04-09
"11519",41.854737643,-87.681511025,2000,2008-01-26
"11520",41.924255083,-87.665912988,15000,2007-12-21
"11521",41.924255083,-87.665912988,10500,2007-12-21
"11522",41.924422519,-87.665918212,15500,2007-12-21
"11523",41.914761242,-87.757851183,225000,2007-12-12
"11524",41.915158795,-87.757865329,225000,2007-12-12
"11525",41.915172135,-87.759562689,225000,2007-12-13
"11526",42.012904869,-87.665507158,15750,2008-04-08
"11527",41.683043347,-87.668505173,350000,2008-06-17
"11528",41.98394361,-87.800063649,5e+05,2008-04-08
"11529",41.946735598,-87.651734356,12000,2007-12-11
"11530",41.812928469,-87.705906341,12000,2007-12-20
"11531",41.68299156,-87.668534658,350000,2008-06-19
"11532",41.876722161,-87.63471047,3.9e+07,2007-12-14
"11533",41.898948542,-87.623974988,85490,2008-02-04
"11534",41.951250802,-87.676900009,16800,2008-06-05
"11535",41.956049822,-87.681810488,8000,2007-12-31
"11536",41.857128431,-87.641994455,10000,2008-03-04
"11537",41.794529047,-87.63862847,14945,2007-12-26
"11538",41.794520521,-87.639088624,18170,2007-12-26
"11539",41.8894184,-87.614270188,1e+05,2007-12-13
"11540",41.888477878,-87.642722737,1e+06,2007-12-12
"11541",41.884309449,-87.645029662,1e+05,2008-01-03
"11542",41.907814065,-87.721445785,330000,2008-02-13
"11543",41.788277666,-87.627495578,12000,2007-12-12
"11544",41.866843476,-87.693590005,1e+05,2008-01-29
"11545",41.893312954,-87.691844574,20000,2008-01-29
"11546",41.904462572,-87.717690813,20000,2008-02-11
"11547",41.887578206,-87.733666535,20000,2008-01-29
"11548",41.837279756,-87.732718873,16300,2007-12-13
"11549",41.858073884,-87.711378194,37000,2007-12-13
"11550",41.937862,-87.661872054,336000,2008-07-08
"11551",41.997598259,-87.808252758,1200000,2008-04-29
"11552",41.944457303,-87.662922718,17875,2008-01-22
"11553",41.781144798,-87.683841242,24500,2007-12-26
"11554",41.98769104,-87.689724416,25500,2007-12-27
"11555",41.692278182,-87.657789138,6500,2007-12-17
"11556",41.987860542,-87.68973023,25500,2007-12-27
"11557",41.909017072,-87.680013766,3000,2008-01-11
"11558",41.666112991,-87.55900308,1e+06,2008-04-07
"11559",41.646489162,-87.616712525,6500,2007-12-17
"11560",41.76242885,-87.652980455,6500,2007-12-17
"11561",41.72857515,-87.662707503,18500,2008-01-15
"11562",41.758506067,-87.602371187,16500,2008-01-24
"11563",41.818278832,-87.63495332,9995,2007-12-18
"11564",NA,NA,8e+05,2008-02-08
"11565",41.734437302,-87.585740617,49000,2007-12-17
"11566",41.901050807,-87.681938472,45000,2008-03-04
"11567",41.900162768,-87.688913709,372862,2008-03-06
"11568",41.72274984,-87.62611847,4e+06,2009-12-04
"11569",41.928748073,-87.759739415,16000,2007-12-31
"11570",41.921206628,-87.783081786,15000,2008-05-15
"11571",41.891218207,-87.706571367,15000,2008-01-30
"11572",41.962045558,-87.841586602,7000,2008-01-11
"11573",NA,NA,12000,2008-03-06
"11574",41.864715446,-87.725271678,12500,2007-12-28
"11575",41.901657945,-87.666075895,355200,2008-05-20
"11576",41.892922644,-87.712725758,15750,2008-02-11
"11577",41.891130709,-87.6629155,688000,2009-09-10
"11578",41.964857167,-87.702024165,6e+05,2008-01-20
"11579",41.815240909,-87.64096572,15000,2008-03-31
"11580",41.86504725,-87.713089977,164621,2008-04-03
"11581",42.01422532,-87.819851722,250000,2008-01-31
"11582",41.747079444,-87.555380865,12500,2008-01-16
"11583",41.876722161,-87.63471047,5000,2008-03-06
"11584",41.908646,-87.650642193,2000,2008-01-04
"11585",41.937235183,-87.684761917,45000,2008-03-06
"11586",41.907308097,-87.667451087,1487100,2008-06-10
"11587",41.966061791,-87.708548071,6e+06,2007-12-20
"11588",41.959259408,-87.698551222,22000,2007-12-19
"11589",41.865229176,-87.722852389,164621,2008-01-16
"11590",41.901160312,-87.710716613,120000,2008-02-01
"11591",41.805889645,-87.743255101,150000,2008-10-15
"11592",41.740112429,-87.728951483,6e+05,2007-12-18
"11593",41.829491693,-87.642272355,12000,2008-01-24
"11594",41.815350627,-87.621227575,26300,2008-01-02
"11595",41.797930863,-87.646739707,18300,2008-01-02
"11596",41.848952927,-87.638849969,610000,2007-12-19
"11597",41.91719841,-87.640142677,750000,2008-01-29
"11598",41.917142216,-87.640140777,750000,2008-01-29
"11599",41.925455399,-87.692400758,10000,2008-01-24
"11600",41.949567412,-87.707751182,30000,2008-02-19
"11601",41.949908151,-87.707760557,35000,2008-02-19
"11602",41.949851402,-87.707758953,40000,2008-02-19
"11603",41.765216672,-87.670045389,20000,2008-02-13
"11604",41.98394361,-87.800063649,13400,2008-01-11
"11605",NA,NA,75000,2007-12-20
"11606",41.872784087,-87.667724251,5e+05,2007-12-21
"11607",41.983890497,-87.759080363,225000,2007-12-21
"11608",41.836112725,-87.667950989,250000,2008-05-15
"11609",41.832018342,-87.665742996,274000,2008-04-14
"11610",41.897071969,-87.668397631,16000,2008-03-07
"11611",42.000324307,-87.661134368,23500000,2007-12-28
"11612",41.819603091,-87.617024992,12000,2008-07-14
"11613",41.953102089,-87.669162183,5500,2008-01-04
"11614",42.015603106,-87.699054859,25000,2008-01-14
"11615",41.726267137,-87.554700588,150000,2008-01-17
"11616",41.894494468,-87.706670788,14000,2008-02-08
"11617",41.804749463,-87.616324872,450000,2008-07-25
"11618",41.77351435,-87.722481325,21750,2008-01-11
"11619",41.694211168,-87.53875645,17875,2008-04-02
"11620",41.766415447,-87.679391913,1e+05,2008-01-03
"11621",41.740609428,-87.558622946,16500,2007-12-28
"11622",41.740665899,-87.558623748,19500,2007-12-28
"11623",41.786412187,-87.63410281,15300,2007-12-28
"11624",41.761702847,-87.57720459,12000,2009-05-21
"11625",41.860410702,-87.716612157,9000,2008-03-14
"11626",41.901965519,-87.688195312,11000,2008-01-28
"11627",41.910285064,-87.701454997,15000,2008-02-08
"11628",41.777798557,-87.591649739,280000,2008-04-18
"11629",41.872794534,-87.65551775,2e+05,2008-02-13
"11630",41.800771815,-87.715529367,150000,2008-03-12
"11631",41.878535775,-87.642219133,250000,2008-01-09
"11632",41.895158259,-87.650636173,250000,2008-02-25
"11633",41.918397438,-87.67858332,4e+05,2008-02-25
"11634",41.746853348,-87.643782096,1e+05,2008-01-03
"11635",41.943318446,-87.731010604,120000,2008-01-22
"11636",41.73020471,-87.663046692,1e+05,2008-01-03
"11637",41.744579664,-87.585231499,6000,2008-01-22
"11638",41.884615617,-87.636682358,250000,2008-02-07
"11639",41.900244047,-87.698210895,376000,2008-02-29
"11640",41.707842192,-87.609052214,220000,2008-02-29
"11641",41.917748993,-87.73743367,18000,2008-01-30
"11642",41.853078001,-87.622384297,280000,2008-03-19
"11643",41.706814563,-87.642180228,1600000,2008-05-12
"11644",41.801628416,-87.645492015,135000,2008-08-26
"11645",41.788070752,-87.788831705,2e+05,2008-04-16
"11646",41.817742737,-87.665335012,1367450,2008-02-26
"11647",41.96310683,-87.683039996,10500,2008-03-07
"11648",41.948105329,-87.66147423,565000,2008-01-15
"11649",41.954313469,-87.675126556,330000,2008-01-08
"11650",41.728029846,-87.595988276,220000,2008-01-24
"11651",41.931798394,-87.663687948,798000,2008-01-09
"11652",41.775220087,-87.586436626,5000,2008-01-15
"11653",41.895224841,-87.661527229,5e+05,2008-06-26
"11654",41.781349482,-87.596077323,10000,2008-01-10
"11655",41.831320135,-87.642318727,40000,2008-01-18
"11656",41.954314412,-87.675053308,20000,2008-02-28
"11657",41.677617218,-87.670564839,5200,2008-01-18
"11658",41.803218664,-87.664973798,10000,2008-01-18
"11659",41.988722009,-87.801899242,8000,2008-04-03
"11660",41.942539864,-87.818992805,5000,2008-02-21
"11661",41.853762987,-87.665894979,22000,2008-01-16
"11662",41.899626636,-87.665673728,368313,2008-02-01
"11663",41.722775517,-87.559074366,4687000,2009-12-21
"11664",41.901331528,-87.710721921,120000,2008-02-01
"11665",41.901616603,-87.710730683,120000,2008-02-05
"11666",41.900162768,-87.688913709,15000,2008-04-02
"11667",41.737289165,-87.551282081,10000,2008-04-22
"11668",41.946562927,-87.665069598,10000,2008-05-22
"11669",41.698991488,-87.534887538,650000,2008-04-23
"11670",41.856567759,-87.618976938,10000,2008-02-07
"11671",41.755527696,-87.589358348,16000,2008-02-14
"11672",41.927806059,-87.665181829,850000,2008-04-30
"11673",41.892524761,-87.618133827,122900000,2008-01-11
"11674",41.90831906,-87.672661479,359949,2008-03-13
"11675",41.951561049,-87.66399469,7500,2008-02-19
"11676",41.857534769,-87.649101754,30000,2008-01-30
"11677",41.963344283,-87.656321072,9.1e+07,2008-03-17
"11678",41.949424746,-87.683626012,13500,2008-02-19
"11679",41.895907381,-87.683669889,1908500,2008-07-14
"11680",41.901790183,-87.674924728,10000,2008-01-28
"11681",41.858996369,-87.722978565,9200,2008-03-04
"11682",41.764295037,-87.702957162,13000,2008-01-29
"11683",41.728390953,-87.598422828,7600,2008-03-04
"11684",41.77150911,-87.666281393,7600,2008-02-20
"11685",41.990252718,-87.706897874,18000,2008-01-25
"11686",41.678120413,-87.662639027,9136000,2008-01-31
"11687",41.910868914,-87.703544383,2e+05,2008-09-18
"11688",41.693868478,-87.687225785,430000,2008-03-20
"11689",41.91395259,-87.697242313,750000,2008-03-10
"11690",41.844613789,-87.706015271,750000,2008-09-24
"11691",41.687583602,-87.615508893,16500,2008-01-16
"11692",41.761070244,-87.561634223,20000,2008-01-16
"11693",41.767400706,-87.655246896,32500,2008-01-16
"11694",41.725350227,-87.596221037,20000,2008-01-16
"11695",41.890007674,-87.722406943,14500,2008-01-18
"11696",41.762992754,-87.662939566,18000,2008-01-16
"11697",41.945116811,-87.817281039,5000,2008-03-07
"11698",41.694675354,-87.621830955,17000,2008-01-17
"11699",41.89929512,-87.638638535,750000,2008-01-30
"11700",41.78843543,-87.687865791,26750,2008-01-18
"11701",41.776636856,-87.634516382,15450,2008-01-18
"11702",41.871556613,-87.698635409,15350,2008-01-18
"11703",41.78268969,-87.593258756,24850,2008-01-18
"11704",41.767406957,-87.675157435,14900,2008-01-18
"11705",41.799027674,-87.67674617,16500,2008-01-18
"11706",41.84648926,-87.619860031,1e+06,2008-01-15
"11707",41.846493332,-87.619295999,1e+06,2008-01-15
"11708",41.846270108,-87.61980592,1e+06,2008-01-15
"11709",41.846273809,-87.619293166,1e+06,2008-01-16
"11710",41.939696337,-87.677108338,374400,2008-02-06
"11711",41.883100226,-87.634322682,1050000,2008-01-18
"11712",41.864540143,-87.713077026,164621,2008-01-16
"11713",41.861450517,-87.721524044,164621,2008-01-16
"11714",41.864476723,-87.713075437,164621,2008-01-16
"11715",41.954525343,-87.662179792,103000,2008-03-04
"11716",41.750537652,-87.658374459,14000,2008-01-29
"11717",41.933788127,-87.721008642,10000,2008-02-06
"11718",41.778334602,-87.615432593,325000,2008-04-18
"11719",41.923175987,-87.698496122,315000,2008-09-12
"11720",41.866785752,-87.662901037,74000,2008-02-13
"11721",41.877396937,-87.627514932,150000,2008-01-24
"11722",41.864971284,-87.625628325,5000,2008-02-27
"11723",41.899834921,-87.627799172,2000,2008-02-20
"11724",41.899834921,-87.627799172,2000,2008-02-20
"11725",41.939696337,-87.677108338,7500,2008-02-22
"11726",41.967893603,-87.682862398,1000,2008-03-07
"11727",41.90737693,-87.736419121,1200000,2009-07-17
"11728",41.780824414,-87.641259591,174000,2008-01-30
"11729",41.780823112,-87.641332844,142000,2008-01-30
"11730",41.885778195,-87.627793737,180000,2008-03-04
"11731",41.875764784,-87.762845146,225000,2008-02-13
"11732",41.942539864,-87.818992805,2e+05,2008-02-14
"11733",41.89924865,-87.628346565,1e+07,2008-01-22
"11734",41.901452572,-87.665258681,1500000,2008-07-25
"11735",41.829952357,-87.688564621,8e+05,2008-04-22
"11736",41.88752864,-87.632646837,2000,2008-01-30
"11737",41.865189772,-87.695719883,17875,2008-04-21
"11738",41.887205122,-87.759321043,1e+05,2008-04-17
"11739",41.907308097,-87.667451087,10000,2008-02-11
"11740",41.907375579,-87.667452932,10000,2008-02-11
"11741",41.978055033,-87.67316569,4e+05,2008-02-27
"11742",41.770959194,-87.641882333,17300,2008-01-25
"11743",41.874081989,-87.667222759,27099975,2008-01-24
"11744",41.874081989,-87.667222759,1.5e+07,2008-01-24
"11745",41.786071715,-87.649953116,18300,2008-01-25
"11746",41.678737918,-87.627632903,18300,2008-01-25
"11747",NA,NA,19300,2008-01-25
"11748",41.860143725,-87.733407303,8500,2008-01-31
"11749",41.894958223,-87.660556075,360000,2008-01-28
"11750",42.000324307,-87.661134368,23500000,2008-01-25
"11751",41.707933291,-87.568349123,150000,2008-03-14
"11752",41.828578833,-87.639813587,250000,2008-04-10
"11753",41.817742737,-87.665335012,39000,2008-02-13
"11754",41.706828646,-87.642684588,9500,2008-02-08
"11755",41.776159833,-87.58981202,4e+05,2008-08-26
"11756",41.814479549,-87.608455051,81350,2008-04-08
"11757",41.870634991,-87.62727753,320000,2008-03-04
"11758",41.752866811,-87.598098184,350000,2008-03-21
"11759",41.876722161,-87.63471047,450000,2008-06-20
"11760",41.892378774,-87.626983277,48000,2008-01-25
"11761",41.863574219,-87.706657996,165000,2008-03-25
"11762",41.86519086,-87.721338008,165000,2008-02-27
"11763",41.914386038,-87.642183691,9500,2008-02-13
"11764",41.951250802,-87.676900009,825000,2008-04-01
"11765",41.855630065,-87.625415361,2.3e+07,2008-02-08
"11766",41.883178584,-87.624250416,10000,2008-02-05
"11767",41.884623785,-87.620476044,350000,2008-05-13
"11768",41.88692381,-87.726957704,9000,2008-02-11
"11769",41.703037599,-87.699027535,5500,2008-03-05
"11770",41.939924171,-87.725443104,1200000,2008-10-15
"11771",41.888477878,-87.642722737,10000,2008-01-29
"11772",41.939955876,-87.72549502,1200000,2008-10-15
"11773",41.771724336,-87.647152048,15000,2008-01-29
"11774",NA,NA,52250,2008-02-25
"11775",41.893850437,-87.636324887,47825,2008-02-13
"11776",41.978710264,-87.757153772,315000,2008-02-11
"11777",41.924462959,-87.73772679,16000,2008-03-04
"11778",41.915266043,-87.676203594,10000,2008-03-31
"11779",41.888477878,-87.642722737,8.2e+07,2008-01-30
"11780",41.819729881,-87.692213462,5760,2008-02-15
"11781",41.973418186,-87.862372639,1e+05,2008-04-17
"11782",41.86437312,-87.625610159,40000,2008-02-19
"11783",41.886048396,-87.647632338,4e+05,2008-08-14
"11784",41.931918413,-87.707209637,45000,2008-06-27
"11785",41.988722009,-87.801899242,3e+05,2008-04-03
"11786",41.703037599,-87.699027535,3e+05,2008-03-04
"11787",41.909398788,-87.653050698,1e+07,2008-03-10
"11788",41.886117519,-87.647633508,4e+05,2008-08-14
"11789",41.886245391,-87.647636662,4e+05,2008-08-14
"11790",41.807067576,-87.6512981,59000,2008-02-29
"11791",41.807066532,-87.651372808,59000,2008-02-29
"11792",41.886310503,-87.647638268,4e+05,2008-08-14
"11793",41.886375096,-87.647640173,4e+05,2008-08-11
"11794",41.880584649,-87.728239976,72800,2008-02-01
"11795",41.762143067,-87.684247868,19700,2008-02-01
"11796",41.693288537,-87.631116464,18000,2008-02-06
"11797",41.7629314,-87.664836974,18000,2008-02-06
"11798",41.763334479,-87.654889227,15500,2008-02-06
"11799",41.925913122,-87.664453492,5e+05,2008-06-10
"11800",41.880697788,-87.737503047,8e+05,2008-08-05
"11801",41.896044893,-87.66210525,3000,2008-02-20
"11802",41.903886438,-87.663697242,12000,2008-07-15
"11803",41.901452572,-87.665258681,17600,2008-03-11
"11804",41.90145129,-87.665332351,12000,2008-03-11
"11805",41.901452572,-87.665258681,12000,2008-03-11
"11806",41.980947726,-87.790433196,12000,2008-04-15
"11807",41.946510941,-87.708968972,1200000,2008-10-01
"11808",41.845907562,-87.63476452,15000,2008-05-29
"11809",41.721311974,-87.663410224,28150,2008-02-20
"11810",41.944345631,-87.655794616,7e+05,2008-03-12
"11811",41.830783662,-87.635295783,50000,2008-03-13
"11812",41.903886438,-87.663697242,450000,2008-04-22
"11813",41.978087872,-87.656766986,40000,2008-02-25
"11814",41.837187961,-87.70007061,150000,2008-03-14
"11815",41.919720567,-87.642356833,4338000,2009-01-15
"11816",41.85865278,-87.662446116,250000,2008-04-07
"11817",41.688139526,-87.557167846,3e+05,2008-06-27
"11818",41.824050532,-87.62495607,1977000,2008-07-22
"11819",41.920453367,-87.695844272,7500,2008-03-04
"11820",41.888477878,-87.642722737,5000,2008-03-28
"11821",41.922987654,-87.676624688,15750,2008-03-11
"11822",41.883100226,-87.634322682,5000,2008-04-21
"11823",41.913088488,-87.649701751,5000,2008-03-26
"11824",41.87344053,-87.627726231,475000,2008-03-07
"11825",41.916282795,-87.680704595,6e+05,2008-03-13
"11826",41.852360975,-87.733122189,17875,2008-02-21
"11827",41.92177489,-87.641508236,15000,2008-02-28
"11828",41.867122017,-87.6414076,185000,2008-02-11
"11829",41.867122017,-87.6414076,50000,2008-02-11
"11830",41.867122017,-87.6414076,8e+05,2008-02-11
"11831",NA,NA,15600,2008-03-11
"11832",41.982620238,-87.759324866,4e+05,2008-09-16
"11833",41.78662258,-87.683686646,22300,2008-02-19
"11834",41.920540356,-87.648446385,1320000,2009-02-10
"11835",42.012904869,-87.665507158,1100000,2008-05-28
"11836",41.779566304,-87.740030067,10000,2008-02-19
"11837",41.937074692,-87.667846114,14750,2008-03-17
"11838",41.963929742,-87.68051812,14750,2008-03-10
"11839",41.960007361,-87.656141851,11000,2008-05-22
"11840",41.932001291,-87.726837571,55000,2008-02-22
"11841",41.96853854,-87.710984233,36000,2008-02-20
"11842",41.899862114,-87.63987463,750000,2008-02-25
"11843",41.788070752,-87.788831705,21500,2008-03-04
"11844",41.936978867,-87.663870137,1400,2008-02-28
"11845",41.997941464,-87.672001968,750000,2008-02-26
"11846",41.881159287,-87.699007402,24700,2008-02-11
"11847",41.937755275,-87.746698867,10000,2008-09-09
"11848",41.960265877,-87.692657991,550000,2008-04-15
"11849",41.90373431,-87.731106895,8000,2008-12-01
"11850",41.877947721,-87.737328568,5e+05,2008-07-09
"11851",41.752810244,-87.598096797,2000,2008-02-22
"11852",41.883432805,-87.729085138,5e+05,2008-07-09
"11853",41.878934872,-87.729250592,5e+05,2008-07-09
"11854",41.758852241,-87.568746695,3e+06,2009-03-18
"11855",41.761575605,-87.599375751,17000,2008-03-26
"11856",41.86472136,-87.728942936,250000,2008-03-13
"11857",41.915069763,-87.765838943,30000,2008-03-04
"11858",41.888943075,-87.641736022,1002000,2008-02-11
"11859",41.861242096,-87.728839872,250000,2008-03-13
"11860",41.798516295,-87.619241071,143000,2008-02-25
"11861",41.780146694,-87.682510432,17300,2008-02-14
"11862",41.770286019,-87.648030498,21300,2008-02-14
"11863",41.854809325,-87.706412563,19700,2008-02-14
"11864",41.760795125,-87.651724562,15700,2008-02-14
"11865",41.651717031,-87.615574187,17300,2008-02-14
"11866",41.741936035,-87.544355507,19300,2008-02-14
"11867",41.87013253,-87.687165962,4e+05,2008-05-05
"11868",41.699996423,-87.545135445,3e+05,2008-03-27
"11869",41.905782548,-87.695908975,9100,2008-02-21
"11870",41.983471963,-87.746776924,3e+06,2008-04-07
"11871",41.90812542,-87.674172042,903600,2008-05-30
"11872",41.930935756,-87.685792011,1200000,2008-10-03
"11873",41.810643001,-87.745538757,140000,2008-03-04
"11874",41.810586238,-87.745537062,140000,2008-03-04
"11875",41.712284267,-87.642823313,178277,2008-10-09
"11876",41.897071969,-87.668397631,4e+05,2008-02-26
"11877",41.924578708,-87.666821296,17000,2008-04-17
"11878",41.978055033,-87.67316569,12000,2008-07-28
"11879",41.729791414,-87.635117156,5000,2008-03-12
"11880",41.864944123,-87.726502957,250000,2008-03-13
"11881",41.891104794,-87.753160689,16500,2008-02-15
"11882",41.762168648,-87.657360443,28000,2008-02-13
"11883",41.714588862,-87.536632475,12800,2008-02-15
"11884",41.694790674,-87.657929791,14000,2008-02-15
"11885",41.799528378,-87.672178791,12800,2008-02-15
"11886",42.009804849,-87.81378841,222000,2008-10-23
"11887",41.864680893,-87.623941096,5e+05,2008-08-12
"11888",41.865515367,-87.728965067,250000,2008-03-13
"11889",41.826512281,-87.612622913,70000,2008-02-27
"11890",41.825822925,-87.612888749,70000,2008-02-27
"11891",41.825819453,-87.613239807,165000,2008-02-27
"11892",41.826493903,-87.612063996,165000,2008-02-27
"11893",41.826729314,-87.612813995,74000,2008-03-31
"11894",41.94619428,-87.732787982,8500,2008-03-26
"11895",41.864209224,-87.713721067,165000,2008-02-27
"11896",41.826692914,-87.613741572,85000,2008-04-21
"11897",41.827426852,-87.612484223,85000,2008-03-27
"11898",41.826696092,-87.612382693,85000,2008-03-31
"11899",41.826698338,-87.613307579,85000,2008-04-21
"11900",41.82672671,-87.613072985,85000,2008-04-04
"11901",41.826689478,-87.613990006,85000,2008-04-21
"11902",41.894071161,-87.671761448,350000,2008-03-25
"11903",41.85964842,-87.620660539,5000,2008-02-29
"11904",41.825227441,-87.694533911,8000,2008-02-14
"11905",41.971785769,-87.690833031,350000,2008-04-29
"11906",41.894716004,-87.631716142,85000,2008-04-04
"11907",41.85987608,-87.641798588,9000,2008-03-05
"11908",41.781789971,-87.658406798,155000,2008-04-22
"11909",41.826686901,-87.614176332,74000,2008-04-21
"11910",41.82669635,-87.613493138,74000,2008-04-21
"11911",41.827423058,-87.612793071,49000,2008-04-01
"11912",41.936116589,-87.671810643,25000,2008-03-05
"11913",41.944345631,-87.655794616,18000,2008-03-17
"11914",41.883100226,-87.634322682,9.2e+07,2008-04-02
"11915",41.744937014,-87.55261963,1500000,2008-07-03
"11916",41.729185812,-87.542266338,1300000,2008-09-02
"11917",41.909843502,-87.636475909,16000,2008-07-30
"11918",41.801946712,-87.619169907,36000,2008-02-28
"11919",41.797568637,-87.666037951,12000,2008-02-21
"11920",41.920705156,-87.660594735,5000,2008-05-20
"11921",41.827414472,-87.613513818,49000,2008-04-21
"11922",41.827431967,-87.612072201,49000,2008-04-04
"11923",41.827405181,-87.614285206,49000,2008-04-21
"11924",41.826691092,-87.612134306,74000,2008-04-01
"11925",41.826687308,-87.614280948,85000,2008-04-21
"11926",41.898026758,-87.665647223,383700,2008-04-04
"11927",41.78724192,-87.620506452,275000,2008-03-19
"11928",41.859494831,-87.727268701,5000,2008-03-17
"11929",41.933332694,-87.67599472,7500,2008-03-13
"11930",41.907961655,-87.722963667,7000,2008-02-19
"11931",41.940347021,-87.72707113,25000,2008-03-19
"11932",41.939860327,-87.664695765,8e+05,2008-07-24
"11933",41.794533719,-87.638365464,14210,2008-03-04
"11934",41.940247093,-87.663980536,8e+05,2008-03-28
"11935",41.947417217,-87.705249708,6000,2008-04-11
"11936",41.940944681,-87.698019545,625000,2008-02-29
"11937",41.954316298,-87.674906814,9427350,2008-03-04
"11938",41.949896702,-87.746033373,280000,2008-03-11
"11939",41.894656873,-87.692554153,50000,2008-03-20
"11940",41.875967988,-87.733519407,3e+05,2008-03-17
"11941",41.684042398,-87.632301997,5000,2008-02-25
"11942",41.683981419,-87.63259325,5000,2008-02-25
"11943",41.795698674,-87.661133577,6000,2008-02-25
"11944",41.886404198,-87.698485561,16400,2008-03-04
"11945",41.875971986,-87.733215019,375000,2008-03-17
"11946",41.99687175,-87.694882238,37500,2008-03-14
"11947",41.988575183,-87.812977912,110750,2008-03-18
"11948",41.880664578,-87.627089364,1500000,2008-03-24
"11949",41.893475358,-87.622574674,50000,2008-03-06
"11950",41.936116589,-87.671810643,350000,2008-03-18
"11951",41.801105778,-87.714510547,250000,2008-04-07
"11952",41.801282501,-87.714254527,250000,2008-04-07
"11953",41.732501757,-87.551459072,3000,2008-03-04
"11954",41.964075335,-87.68769858,9500,2008-04-03
"11955",41.910054326,-87.666309434,14250,2008-04-29
