"","LATITUDE","LONGITUDE","cost","date"
"6242",41.9326403,-87.647475295,8e+05,2007-08-15
"6243",41.796718126,-87.592440876,10700,2006-09-12
"6244",41.966848957,-87.667695054,80000,2006-08-14
"6245",41.966858147,-87.667220438,80000,2006-08-14
"6246",42.009036694,-87.664573154,4500,2006-09-19
"6247",41.83504254,-87.63874722,280000,2006-08-22
"6248",41.947720845,-87.691317178,350000,2006-08-15
"6249",41.723004363,-87.540292693,52800,2006-09-08
"6250",41.947721004,-87.691407975,350000,2006-08-15
"6251",41.947721162,-87.691498773,350000,2006-08-15
"6252",41.947721242,-87.691544171,350000,2006-08-15
"6253",41.9477214,-87.691634969,350000,2006-08-15
"6254",41.723004363,-87.540292693,5000,2006-09-06
"6255",41.723004363,-87.540292693,20000,2006-09-11
"6256",41.723004363,-87.540292693,90000,2006-09-11
"6257",41.723004363,-87.540292693,2000,2006-09-11
"6258",41.723004363,-87.540292693,2000,2006-09-11
"6259",41.864224258,-87.624074561,5000,2006-08-23
"6260",41.926570188,-87.705301322,54000,2006-08-17
"6261",41.964564106,-87.740639909,7500,2006-09-25
"6262",41.987451894,-87.671687901,11500,2006-08-14
"6263",41.99956533,-87.762048526,6e+05,2006-09-28
"6264",41.973271716,-87.759374006,250000,2006-09-30
"6265",41.894602705,-87.640496149,99974,2006-09-06
"6266",41.811165218,-87.661878192,150000,2006-10-30
"6267",41.783580342,-87.618792387,35000,2006-08-16
"6268",41.834366793,-87.648468745,18750,2006-08-16
"6269",41.95079516,-87.665793523,18000,2006-08-30
"6270",41.799248191,-87.606479428,5000,2006-08-04
"6271",41.924231973,-87.692681904,12000,2006-10-03
"6272",41.799248191,-87.606479428,5200,2006-08-04
"6273",41.893429724,-87.668614819,12000,2006-09-28
"6274",41.943302926,-87.671355153,47650,2006-08-22
"6275",42.015923342,-87.675041025,175000,2006-10-31
"6276",41.94240613,-87.662941957,15000,2006-08-22
"6277",41.687485807,-87.688247139,2e+05,2006-08-14
"6278",41.949334443,-87.828156302,250000,2006-09-26
"6279",41.973272613,-87.759296872,250000,2006-09-27
"6280",41.97327082,-87.759451141,250000,2006-10-02
"6281",41.940553584,-87.681753839,450000,2006-10-04
"6282",41.896712313,-87.677653376,471000,2006-09-19
"6283",41.983428661,-87.718521131,16500,2006-09-06
"6284",41.856935585,-87.641171315,29900,2006-08-28
"6285",41.895334138,-87.662871288,10000,2006-08-29
"6286",41.954019177,-87.834398867,10000,2006-08-25
"6287",41.854014524,-87.637753647,17875,2006-08-28
"6288",41.959452718,-87.708339321,1500000,2008-05-14
"6289",41.942411026,-87.66256647,280000,2006-10-19
"6290",41.942636541,-87.662197152,355000,2006-08-15
"6291",41.955026323,-87.672079286,7500,2006-09-07
"6292",41.913214964,-87.646989817,546450,2006-09-07
"6293",41.935014587,-87.69785241,29000,2006-08-22
"6294",41.911860588,-87.688623859,180000,2006-09-19
"6295",41.97783893,-87.669512163,2e+06,2007-05-16
"6296",41.86403564,-87.619297069,10000,2006-08-11
"6297",41.878961785,-87.639732612,10000,2006-08-08
"6298",41.693589445,-87.700750741,2e+05,2007-03-20
"6299",41.837955988,-87.633024952,290000,2006-09-01
"6300",41.89728932,-87.639769514,10000,2006-09-07
"6301",41.937429889,-87.68572582,10000,2006-10-17
"6302",41.786330889,-87.782954617,10000,2007-02-13
"6303",41.911521689,-87.67490073,150000,2006-09-07
"6304",41.83504254,-87.63874722,7500,2006-09-22
"6305",41.863523171,-87.645797691,430000,2006-08-23
"6306",41.8634651,-87.645795957,430000,2006-08-23
"6307",41.863348804,-87.645792295,430000,2006-08-23
"6308",41.862826189,-87.645775678,430000,2006-08-23
"6309",41.863528069,-87.645504082,430000,2006-08-23
"6310",41.862541063,-87.645472852,430000,2006-08-23
"6311",41.864888015,-87.617401127,20000,2006-08-14
"6312",41.933740411,-87.702421211,7500,2006-11-29
"6313",41.837955988,-87.633024952,85000,2006-09-22
"6314",41.83593206,-87.632683429,9500,2006-09-22
"6315",41.845828505,-87.683145767,12000,2006-09-12
"6316",41.739727944,-87.637143702,203040,2006-09-29
"6317",41.737946881,-87.635511904,224720,2006-09-29
"6318",41.858547545,-87.614547793,1000,2006-08-14
"6319",41.80549191,-87.657446361,180000,2006-08-31
"6320",41.73844343,-87.635940043,224720,2006-09-29
"6321",41.858547545,-87.614547793,1000,2006-08-14
"6322",41.858547545,-87.614547793,1000,2006-08-14
"6323",41.738765864,-87.63622294,224720,2006-09-28
"6324",41.803779742,-87.670777,180000,2006-09-18
"6325",41.849363269,-87.638589732,40000,2006-10-13
"6326",41.961851338,-87.741399409,10000,2006-09-05
"6327",41.961688762,-87.741394117,10000,2006-09-05
"6328",41.964564106,-87.740639909,340000,2006-08-31
"6329",41.835665943,-87.732977294,213000,2006-10-13
"6330",41.86397298,-87.627194136,5000,2006-09-27
"6331",41.867502382,-87.62427526,5000,2006-08-23
"6332",41.947720766,-87.691271779,350000,2006-08-15
"6333",41.899834921,-87.627799172,15700000,2006-08-11
"6334",41.888537901,-87.750198988,5900,2006-08-10
"6335",41.91788808,-87.676552294,10000,2006-10-05
"6336",41.818487128,-87.641994219,492000,2006-08-23
"6337",41.939152041,-87.690264764,425000,2006-11-16
"6338",41.968821968,-87.698551793,2e+06,2006-11-30
"6339",41.862838844,-87.69178437,665000,2008-07-18
"6340",41.927726649,-87.668382626,1175000,2006-11-03
"6341",41.927895404,-87.668388154,1175000,2006-11-03
"6342",41.76579077,-87.663966886,25000,2006-10-13
"6343",41.907763709,-87.641976367,16000,2006-09-19
"6344",41.880739518,-87.6227001,1e+06,2006-08-22
"6345",41.938534919,-87.679758509,375000,2006-08-18
"6346",41.929874828,-87.649063079,450000,2006-12-01
"6347",41.907763709,-87.641976367,422750,2006-09-27
"6348",41.9326403,-87.647475295,11000,2006-10-17
"6349",41.927895404,-87.668388154,11000,2006-10-26
"6350",41.927670397,-87.668380783,40000,2006-10-19
"6351",41.932639096,-87.647544388,17500,2006-10-17
"6352",41.901299499,-87.688175505,9000,2006-09-07
"6353",41.795513641,-87.580733262,10000,2006-08-25
"6354",41.834205519,-87.65906334,606900,2006-08-14
"6355",41.938531801,-87.680055829,375000,2006-08-18
"6356",41.882464659,-87.668589876,425000,2006-08-18
"6357",42.016170802,-87.667542796,52000,2006-10-10
"6358",41.909192712,-87.727874568,130000,2006-11-21
"6359",41.908450966,-87.669006816,10500,2007-01-29
"6360",41.908450027,-87.669085369,10500,2007-01-29
"6361",41.858686103,-87.647786876,250000,2006-08-15
"6362",41.858629428,-87.647785157,250000,2006-08-15
"6363",41.885619703,-87.625760435,650000,2006-08-14
"6364",42.006644862,-87.662227585,6e+05,2006-09-19
"6365",NA,NA,10000,2006-08-14
"6366",41.983980687,-87.738192311,65000,2006-11-08
"6367",41.852249804,-87.678096617,2000,2006-09-06
"6368",41.834752386,-87.658203222,5000,2006-08-22
"6369",41.891236593,-87.617527839,5000,2006-10-20
"6370",41.937927475,-87.672767709,7000,2006-09-06
"6371",41.988542333,-87.796558054,42000,2006-08-11
"6372",41.864888015,-87.617401127,20000,2006-08-14
"6373",41.839972063,-87.64526094,6000,2006-08-22
"6374",41.824701965,-87.64215801,60000,2006-08-22
"6375",41.936748406,-87.676787906,280000,2006-09-14
"6376",41.891820037,-87.671089448,24225,2006-08-16
"6377",41.939473796,-87.702591376,514080,2006-09-20
"6378",42.018887856,-87.684721748,50000,2006-10-12
"6379",41.845468162,-87.62745299,13750000,2006-08-14
"6380",NA,NA,2000,2006-08-14
"6381",NA,NA,10000,2006-08-14
"6382",41.936376594,-87.674052044,3e+05,2006-08-23
"6383",41.936493761,-87.674055841,3e+05,2006-08-23
"6384",41.938061982,-87.8158673,25000,2006-11-15
"6385",41.911348053,-87.671519242,7000,2006-08-28
"6386",41.945622205,-87.832929946,1200,2006-08-25
"6387",41.937880074,-87.692752594,150000,2006-12-12
"6388",41.904458234,-87.715906769,150000,2007-06-18
"6389",41.802921484,-87.666191175,160000,2006-09-19
"6390",41.76167269,-87.598020052,1e+05,2006-09-15
"6391",41.942636541,-87.662197152,11650,2006-08-28
"6392",41.954347168,-87.65638614,11650,2006-08-24
"6393",41.947145765,-87.666046942,12275,2006-08-28
"6394",41.831694672,-87.652696092,12500,2006-09-20
"6395",41.769174924,-87.595089891,1e+05,2006-09-15
"6396",41.785348815,-87.722798159,3e+05,2007-05-04
"6397",41.952170235,-87.671576799,5e+05,2006-11-29
"6398",41.76087253,-87.596792043,1e+05,2006-09-15
"6399",NA,NA,10500,2006-12-07
"6400",42.000634569,-87.704464848,18000,2006-09-06
"6401",41.930238312,-87.659696664,10000,2006-09-06
"6402",41.761718803,-87.597105164,1e+05,2006-09-15
"6403",41.912704944,-87.705585558,450000,2007-08-08
"6404",41.680860464,-87.631006034,10000,2006-10-10
"6405",41.832622492,-87.657405594,606900,2006-08-15
"6406",41.83144648,-87.654806011,280000,2006-10-20
"6407",41.831447457,-87.654731196,280000,2006-10-20
"6408",41.9220638,-87.63223306,5000,2006-08-16
"6409",41.9220638,-87.63223306,15000,2006-08-16
"6410",41.936343022,-87.647005072,40000,2007-01-02
"6411",41.947989843,-87.66873837,4e+05,2007-04-25
"6412",41.974463352,-87.662907888,480000,2006-10-11
"6413",41.915687968,-87.710389467,7e+05,2006-10-10
"6414",42.007711914,-87.671038879,5e+05,2006-10-03
"6415",41.838230957,-87.729397337,17875,2006-08-25
"6416",41.832258073,-87.678856822,250000,2006-10-13
"6417",41.690292439,-87.703069714,8000,2006-09-11
"6418",41.795513641,-87.580733262,17875,2006-08-24
"6419",41.921618553,-87.654134768,20000,2007-06-05
"6420",41.795513641,-87.580733262,1290,2006-08-24
"6421",41.83416389,-87.659220109,602412,2006-08-15
"6422",41.764937526,-87.596892304,1e+05,2006-09-25
"6423",41.830122498,-87.688569555,17875,2006-10-11
"6424",41.918615938,-87.693269265,1e+06,2007-01-08
"6425",41.832619077,-87.657650161,680000,2006-08-21
"6426",41.833936195,-87.659200272,775000,2006-08-22
"6427",41.915549665,-87.682617522,8500,2006-10-11
"6428",41.942306675,-87.680705829,2e+05,2006-09-08
"6429",41.903807998,-87.644262674,7e+05,2006-09-21
"6430",41.81804804,-87.641978788,9e+05,2006-10-31
"6431",41.92649501,-87.669265829,11500,2006-11-01
"6432",41.886617534,-87.618671673,30000,2006-10-06
"6433",41.926548808,-87.669267655,11500,2006-11-01
"6434",41.933331779,-87.676069988,11500,2006-11-09
"6435",41.824701965,-87.64215801,528000,2006-08-21
"6436",41.936614231,-87.697599058,2e+06,2006-10-18
"6437",41.918720961,-87.693442772,1e+06,2007-01-08
"6438",41.904465472,-87.634354169,750000,2006-08-16
"6439",41.816926191,-87.601999079,1400000,2006-12-27
"6440",41.928069497,-87.793090943,162000,2006-11-01
"6441",41.867367637,-87.638711221,1300000,2006-08-17
"6442",41.833042887,-87.675494524,135000,2006-09-25
"6443",41.951975925,-87.669137862,4e+06,2006-10-11
"6444",41.945447642,-87.68472602,33000,2006-08-29
"6445",41.866310063,-87.610270154,25000,2006-09-11
"6446",41.655696846,-87.614460285,10000,2006-09-15
"6447",41.655502778,-87.614323423,10000,2006-09-15
"6448",41.65550979,-87.614300376,10000,2006-09-15
"6449",41.655507058,-87.614176458,10000,2006-09-15
"6450",41.814489941,-87.682007878,4e+05,2007-03-05
"6451",41.798221563,-87.786718933,10000,2006-09-25
"6452",41.974463352,-87.662907888,10000,2006-09-19
"6453",41.894927823,-87.687478576,9000,2006-10-06
"6454",41.925971644,-87.794238752,128000,2006-08-28
"6455",41.901532882,-87.686842555,9000,2006-12-22
"6456",41.835046754,-87.658423326,453200,2006-08-21
"6457",41.834987934,-87.659558773,537540,2006-08-22
"6458",41.834952983,-87.660008699,537540,2006-08-22
"6459",41.935934209,-87.674038167,750000,2006-11-06
"6460",41.812968865,-87.725149123,125000,2006-09-15
"6461",41.985480492,-87.752324547,250000,2006-09-27
"6462",41.936985947,-87.659580599,350000,2006-09-06
"6463",41.690292439,-87.703069714,150000,2006-08-28
"6464",41.69549487,-87.698753611,150000,2006-09-18
"6465",41.921024106,-87.65724945,9e+05,2006-09-08
"6466",41.88752864,-87.632646837,1.98e+08,2006-09-21
"6467",41.852476198,-87.650259096,1.1e+07,2006-08-24
"6468",41.777846194,-87.658244379,40000,2006-10-03
"6469",41.890906799,-87.663365403,32500,2006-11-21
"6470",41.894287543,-87.754499896,17875,2006-08-18
"6471",41.962866888,-87.67738102,17875,2006-08-29
"6472",41.981264241,-87.689792999,5e+06,2006-12-01
"6473",41.83593206,-87.632683429,290000,2006-08-31
"6474",41.931627296,-87.651546497,330000,2006-08-18
"6475",41.867367637,-87.638711221,350000,2006-08-17
"6476",41.943653086,-87.687104311,250000,2006-09-06
"6477",41.942791681,-87.73130634,4800,2006-08-29
"6478",41.782576523,-87.614322274,2900,2006-09-19
"6479",41.931627296,-87.651546497,7500,2006-08-29
"6480",41.956889753,-87.685056396,10000,2006-09-27
"6481",41.846853795,-87.731267786,5100000,2006-08-18
"6482",41.890600888,-87.683668152,3e+05,2006-09-15
"6483",41.959891356,-87.688493823,275000,2007-01-23
"6484",41.873860438,-87.700586149,52700,2006-09-26
"6485",41.746904607,-87.644077152,414000,2006-10-04
"6486",41.873296412,-87.622374632,1000,2006-08-25
"6487",41.866310063,-87.610270154,10000,2006-09-06
"6488",41.866310063,-87.610270154,10000,2006-09-06
"6489",41.896712313,-87.677653376,10000,2006-09-29
"6490",41.746904607,-87.644077152,7000,2006-09-21
"6491",41.894927823,-87.687478576,271400,2006-09-06
"6492",41.912697675,-87.693538279,550000,2006-09-13
"6493",41.873868598,-87.699824621,52700,2006-08-28
"6494",41.895679812,-87.754544069,180000,2006-09-14
"6495",41.92602821,-87.794240515,1e+05,2006-09-12
"6496",41.860157863,-87.723924409,275000,2006-09-18
"6497",41.900686877,-87.625288495,1700000,2007-02-07
"6498",41.831563401,-87.650838883,17875,2006-10-06
"6499",41.832620785,-87.657527877,501862.5,2006-08-22
"6500",41.832404703,-87.657277831,506250,2006-08-28
"6501",41.832403423,-87.657369543,501862.5,2006-08-28
"6502",41.832402142,-87.657461256,530775,2006-08-28
"6503",41.832400862,-87.657552969,501862.5,2006-08-25
"6504",41.871732659,-87.730369264,125000,2006-09-28
"6505",41.945152403,-87.672650354,1350000,2007-02-09
"6506",41.894037366,-87.753268254,180000,2006-09-14
"6507",41.871603087,-87.730838021,125000,2006-09-28
"6508",41.971644741,-87.761926557,55000,2006-09-20
"6509",41.785367509,-87.786289872,250000,2006-09-26
"6510",41.935058729,-87.666274605,18000,2006-11-07
"6511",41.84554739,-87.653806754,240000,2006-08-22
"6512",41.845788072,-87.652815965,240000,2006-08-22
"6513",41.948865571,-87.643034245,3000,2006-09-05
"6514",41.932171213,-87.652771039,34000,2006-09-05
"6515",41.826470357,-87.647216173,3e+05,2006-11-20
"6516",41.90318789,-87.670459482,650000,2007-02-16
"6517",41.826463667,-87.647472477,6e+05,2006-11-17
"6518",41.874520163,-87.625912457,10000,2006-09-11
"6519",41.826476467,-87.64673198,6e+05,2006-11-20
"6520",41.815238135,-87.621224623,20000,2006-08-29
"6521",41.948865571,-87.643034245,2000,2006-09-05
"6522",41.948865571,-87.643034245,4000,2006-09-05
"6523",41.948865571,-87.643034245,8000,2006-09-05
"6524",41.776038108,-87.641863062,50000,2006-10-24
"6525",41.947001919,-87.661386992,24000,2006-09-08
"6526",41.859921843,-87.719965186,450000,2006-08-29
"6527",41.77729395,-87.602963442,425000,2006-12-06
"6528",41.911854758,-87.683750959,4e+05,2006-09-18
"6529",41.864224258,-87.624074561,5000,2006-10-18
"6530",41.889634253,-87.6297443,5000,2006-10-18
"6531",41.895620795,-87.661536123,950000,2006-10-25
"6532",41.693882241,-87.657596397,175000,2007-03-27
"6533",41.913227485,-87.693552846,370000,2006-08-24
"6534",41.962866888,-87.67738102,545000,2006-08-30
"6535",41.862880416,-87.721567594,450000,2006-08-24
"6536",41.862823753,-87.72156603,450000,2006-08-24
"6537",41.947719891,-87.690772393,350000,2006-08-23
"6538",41.947720527,-87.691135583,350000,2006-08-23
"6539",41.73891632,-87.636354948,224720,2006-09-28
"6540",41.894159499,-87.666500387,20000,2007-06-06
"6541",41.834139389,-87.674986852,1800000,2006-11-13
"6542",41.909694798,-87.689516574,378400,2006-09-05
"6543",41.947501156,-87.691227069,350000,2006-08-29
"6544",41.947501235,-87.691272468,350000,2006-08-29
"6545",41.947501394,-87.691363265,350000,2006-08-29
"6546",41.947501553,-87.691454062,350000,2006-08-29
"6547",41.94772013,-87.690908589,350000,2006-08-23
"6548",41.947720289,-87.690999387,350000,2006-08-23
"6549",41.947720368,-87.691044785,350000,2006-08-23
"6550",41.947720607,-87.691180982,350000,2006-08-23
"6551",41.790721979,-87.780380931,240000,2006-09-15
"6552",41.916745992,-87.752102443,30000,2006-09-15
"6553",41.89578523,-87.677930893,58500,2006-09-05
"6554",41.851046675,-87.622093085,50000,2006-12-01
"6555",41.88752864,-87.632646837,17875,2006-08-24
"6556",41.950654794,-87.647366041,3000,2006-09-19
"6557",41.763370701,-87.594742713,1e+05,2006-09-25
"6558",41.737554255,-87.66082545,130000,2006-09-21
"6559",41.949437363,-87.682604402,4e+05,2006-09-20
"6560",41.86254397,-87.641124955,2e+05,2006-09-13
"6561",41.966150285,-87.671096082,10000,2006-10-25
"6562",41.944485787,-87.661102815,4320,2006-09-08
"6563",41.952537507,-87.687064268,10000,2006-10-16
"6564",41.828233281,-87.690830743,7500,2006-09-20
"6565",41.835665943,-87.732977294,19000,2006-09-06
"6566",41.956889753,-87.685056396,450000,2006-09-21
"6567",41.911187852,-87.683439381,4e+05,2006-09-20
"6568",41.91296468,-87.675232433,22000,2006-09-21
"6569",41.91296468,-87.675232433,22000,2006-09-22
"6570",41.762451915,-87.595171911,1e+05,2006-09-25
"6571",41.795513641,-87.580733262,10000,2006-08-25
"6572",41.676144826,-87.618805447,120000,2006-10-16
"6573",41.675236294,-87.618698881,120000,2006-09-08
"6574",41.845930661,-87.683169454,1531667,2006-11-14
"6575",41.802600378,-87.656157639,20000,2006-08-25
"6576",41.994077815,-87.747205759,10000,2006-10-24
"6577",41.83028986,-87.674372884,1e+06,2006-09-27
"6578",41.936980901,-87.675684708,380000,2006-09-12
"6579",41.892650772,-87.657938577,3e+05,2006-08-30
"6580",41.983428661,-87.718521131,150000,2006-09-11
"6581",41.98348513,-87.71852263,150000,2006-09-11
"6582",41.836652071,-87.667654518,50000,2006-08-25
"6583",41.891654267,-87.657252778,5e+05,2006-10-04
"6584",41.891721049,-87.657254264,5e+05,2006-09-29
"6585",41.949910814,-87.815621416,180000,2006-10-16
"6586",41.811466908,-87.613714114,250000,2006-09-01
"6587",41.8779156,-87.656216461,20000,2006-09-18
"6588",41.91296468,-87.675232433,3e+05,2006-09-11
"6589",41.931854312,-87.667022376,525000,2006-09-08
"6590",41.689118648,-87.706687978,3e+05,2006-08-29
"6591",41.945321356,-87.70548019,17875,2006-09-13
"6592",41.834930177,-87.660037323,470934,2006-08-29
"6593",41.845176895,-87.666029113,120000,2007-02-16
"6594",41.96177826,-87.659732482,30000,2006-09-26
"6595",41.899758463,-87.671208081,291600,2006-09-12
"6596",41.91788808,-87.676552294,359800,2006-08-29
"6597",41.884264859,-87.615180792,1000,2006-09-01
"6598",41.97122553,-87.667909301,2e+06,2006-11-30
"6599",41.834267961,-87.658828186,645750,2006-08-29
"6600",41.858437772,-87.624093415,275346,2006-09-15
"6601",41.89892275,-87.66648874,380000,2006-09-29
"6602",41.972052392,-87.68917179,8e+05,2007-01-05
"6603",41.863890545,-87.678493617,241575,2006-11-15
"6604",41.752632203,-87.593229193,2e+05,2006-09-25
"6605",41.907738477,-87.634754618,10000,2006-09-18
"6606",41.909829712,-87.738610959,1750000,2006-08-31
"6607",41.938462325,-87.686881539,61000,2006-09-20
"6608",41.947501632,-87.691499461,350000,2006-08-29
"6609",41.94750179,-87.691590258,350000,2006-08-29
"6610",41.927449049,-87.690031892,12000,2006-09-25
"6611",41.880741079,-87.697071121,50000,2006-12-04
"6612",41.718669885,-87.665992424,2e+05,2006-09-19
"6613",41.927392946,-87.690029746,12000,2006-09-25
"6614",41.910110695,-87.666311002,9500,2006-10-18
"6615",41.917795281,-87.681123086,9000,2006-09-19
"6616",41.917489792,-87.68572492,8900,2006-09-29
"6617",41.877476566,-87.686489776,1e+06,2006-09-28
"6618",NA,NA,1028000,2006-08-30
"6619",41.79147563,-87.603686457,5000,2006-10-23
"6620",41.940325757,-87.682425444,3e+05,2006-10-10
"6621",41.91580991,-87.694091272,272000,2006-09-19
"6622",41.876333522,-87.686427245,1e+06,2006-09-28
"6623",41.720848927,-87.681915113,1250000,2007-04-19
"6624",41.824420368,-87.667952907,3000,2006-08-30
"6625",NA,NA,15000,2006-10-04
"6626",41.764750624,-87.595965984,150000,2006-09-29
"6627",41.895334138,-87.662871288,425000,2006-11-22
"6628",41.919020234,-87.651114487,5e+05,2006-10-25
"6629",41.762452422,-87.595096248,1e+05,2006-09-25
"6630",41.943744742,-87.679825113,14000,2007-04-24
"6631",41.76314361,-87.595311916,1e+05,2006-10-17
"6632",41.949420991,-87.785069211,9500,2006-10-06
"6633",41.782816203,-87.683885995,10000,2006-10-03
"6634",41.943323804,-87.662965805,102750,2006-11-13
"6635",41.93772936,-87.833081435,1000,2006-09-22
"6636",41.817042095,-87.631369931,186660,2007-01-19
"6637",41.934720464,-87.681289486,530955,2006-08-30
"6638",41.802049822,-87.611928362,20000,2006-09-19
"6639",41.813431871,-87.621177652,658400,2006-09-25
"6640",41.883052303,-87.742510007,240000,2006-09-01
"6641",41.835041267,-87.658799236,455260,2006-08-31
"6642",41.891389448,-87.679947013,102000,2006-09-26
"6643",41.958528498,-87.709533839,1e+05,2006-09-28
"6644",41.834288775,-87.658749801,590682,2006-08-31
"6645",41.87169777,-87.627484473,2.8e+07,2006-08-31
"6646",41.870634991,-87.62727753,4.3e+07,2006-08-31
"6647",41.85881679,-87.656304409,659700,2006-12-12
"6648",41.9562916,-87.68008808,12000,2006-10-02
"6649",41.88752864,-87.632646837,5000,2006-09-13
"6650",41.88752864,-87.632646837,5000,2006-09-13
"6651",41.834883595,-87.659693179,481236,2006-08-31
"6652",41.966848957,-87.667695054,3e+06,2006-09-05
"6653",41.808310016,-87.723747262,9e+05,2006-11-30
"6654",41.886312514,-87.62054177,24000,2006-09-12
"6655",41.886312514,-87.62054177,24000,2006-09-12
"6656",41.893249234,-87.648792057,50000,2006-09-11
"6657",41.879651388,-87.715052819,6e+05,2006-12-14
"6658",41.931366917,-87.696564933,182000,2006-11-01
"6659",41.931420083,-87.696566709,182000,2006-11-01
"6660",41.750176557,-87.557569087,350000,2006-09-19
"6661",41.750232963,-87.557569971,450000,2006-09-18
"6662",41.768715735,-87.658921856,204800,2007-03-08
"6663",41.958199607,-87.79757472,80000,2006-09-28
"6664",41.898784214,-87.66166108,17875,2006-10-11
"6665",41.907572251,-87.648898283,7125000,2006-09-01
"6666",41.855139631,-87.667908326,515000,2006-09-22
"6667",41.933248981,-87.665366793,10000,2006-10-11
"6668",41.92649501,-87.669265829,281200,2006-09-21
"6669",41.938061982,-87.8158673,7e+05,2007-02-01
"6670",41.691653802,-87.702570847,20000,2006-09-26
"6671",41.691655178,-87.702483489,20000,2006-09-26
"6672",41.899758463,-87.671208081,12500,2006-10-02
"6673",41.895694629,-87.703294473,6000,2006-09-25
"6674",41.891654267,-87.657252778,18000,2006-09-25
"6675",41.926548808,-87.669267655,281200,2006-09-21
"6676",41.7022438,-87.697822253,240000,2006-10-23
"6677",41.975566762,-87.66849715,350000,2006-10-10
"6678",41.679755504,-87.642119015,20000,2006-11-20
"6679",41.901030567,-87.693022834,8000,2006-09-29
"6680",41.910110695,-87.666311002,358965,2006-10-10
"6681",42.000928173,-87.657702107,2e+07,2006-09-08
"6682",41.929374456,-87.658741107,9000,2006-09-22
"6683",41.83155251,-87.675980266,4e+05,2006-10-11
"6684",41.92208685,-87.63772276,13150000,2007-04-27
"6685",41.86660196,-87.679200737,1000,2006-09-11
"6686",41.887087682,-87.764957251,8000,2006-10-06
"6687",41.828381588,-87.685122043,25000,2006-12-18
"6688",41.86660196,-87.679200737,1000,2006-09-11
"6689",41.887624247,-87.764157803,8000,2006-10-06
"6690",41.799652853,-87.778227851,280000,2006-11-28
"6691",41.765295708,-87.644268961,450000,2007-09-27
"6692",41.926744675,-87.646523376,1e+06,2006-09-22
"6693",41.819309741,-87.611381573,175000,2006-11-02
"6694",41.929549401,-87.658746154,9000,2006-09-22
"6695",41.92653212,-87.664474521,318000,2006-10-26
"6696",41.926588401,-87.664476411,315000,2006-10-17
"6697",41.817341248,-87.632234081,1360,2006-09-28
"6698",41.893429724,-87.668614819,350000,2006-09-26
"6699",41.91356481,-87.647001638,19900,2006-10-19
"6700",41.950326007,-87.785183369,10000,2006-10-02
"6701",41.824095612,-87.608259118,1e+05,2006-09-07
"6702",41.90335951,-87.673397338,10000,2006-09-18
"6703",41.959702199,-87.747352139,50000,2006-09-18
"6704",41.947989843,-87.66873837,7500,2007-01-16
"6705",41.947500361,-87.690773084,4e+05,2006-09-07
"6706",41.94750052,-87.690863881,350000,2006-09-07
"6707",41.947500679,-87.690954678,350000,2006-09-07
"6708",41.947500917,-87.691090874,350000,2006-09-07
"6709",41.947500997,-87.691136272,350000,2006-09-07
"6710",41.858389102,-87.641043306,365000,2006-10-09
"6711",41.873076917,-87.622369244,2000,2006-09-08
"6712",41.873076917,-87.622369244,2000,2006-09-08
"6713",41.66350259,-87.626506112,5000,2006-11-24
"6714",NA,NA,13000,2006-10-11
"6715",NA,NA,13000,2006-10-11
"6716",41.973806479,-87.764780409,12000,2006-11-01
"6717",41.944379781,-87.683187621,1200,2006-11-02
"6718",41.994933827,-87.803134123,33500,2006-11-29
"6719",41.967630032,-87.713489343,35000,2007-02-05
"6720",41.967517205,-87.713485375,35000,2006-11-24
"6721",41.931854312,-87.667022376,20000,2006-10-02
"6722",41.973283594,-87.666014627,3e+05,2007-03-06
"6723",41.910202269,-87.642344802,8500,2006-10-19
"6724",41.926325424,-87.804967847,7500,2007-04-19
"6725",41.830227042,-87.72405846,1000,2006-10-06
"6726",41.920382217,-87.695727829,180000,2006-09-22
"6727",41.920346643,-87.6956696,180000,2006-09-29
"6728",41.713644724,-87.545590675,1000,2006-10-20
"6729",NA,NA,625000,2006-09-28
"6730",41.928850192,-87.669639325,652000,2006-10-11
"6731",41.947050278,-87.755015324,10000,2006-10-06
"6732",41.746260587,-87.548083533,3e+05,2006-10-10
"6733",41.988181358,-87.802992071,17875,2006-09-14
"6734",41.879747219,-87.648321784,1.5e+07,2006-12-18
"6735",41.94234375,-87.666809699,10000,2006-09-26
"6736",41.834184705,-87.659141724,583338,2006-09-08
"6737",41.834226333,-87.658984955,645750,2006-09-08
"6738",41.895929605,-87.669352054,7500,2007-04-13
"6739",41.881822494,-87.635436571,150000,2006-10-10
"6740",41.978939181,-87.810898227,10000,2006-10-12
"6741",41.949825642,-87.73221546,4e+05,2006-11-27
"6742",41.808310016,-87.723747262,195048,2006-10-11
"6743",41.808085107,-87.723739592,150000,2007-01-12
"6744",41.863857239,-87.680957751,110000,2006-09-21
"6745",41.900094569,-87.696048387,13000,2006-10-27
"6746",41.875708822,-87.620443041,1000,2006-09-27
"6747",41.875708822,-87.620443041,1000,2006-09-27
"6748",41.875708822,-87.620443041,1000,2006-09-26
"6749",41.875708822,-87.620443041,1000,2006-09-26
"6750",41.875708822,-87.620443041,1000,2006-09-26
"6751",41.875708822,-87.620443041,1000,2006-09-27
"6752",41.875708822,-87.620443041,1000,2006-09-26
"6753",41.875708822,-87.620443041,1000,2006-09-27
"6754",41.858547545,-87.614547793,1000,2006-09-18
